anomaly_pattern,anomaly_point,change_point,timestamp,value
0,0,0,4/12/2017 1:34,913.0434783
0,0,0,4/12/2017 2:08,913.0434783
0,0,0,4/12/2017 5:23,913.0434783
0,0,0,4/12/2017 6:27,913.0434783
0,0,0,4/12/2017 7:34,913.0434783
0,0,0,4/12/2017 9:55,913.0434783
0,0,0,4/12/2017 11:08,904.3478261
0,0,0,4/12/2017 11:29,904.3478261
0,0,0,4/12/2017 12:33,904.3478261
0,0,0,4/12/2017 13:25,895.6521739
0,0,0,4/12/2017 15:23,904.3478261
0,0,0,4/12/2017 16:11,904.3478261
0,0,0,4/12/2017 16:28,904.3478261
0,0,0,4/12/2017 16:31,904.3478261
0,0,0,4/12/2017 17:30,904.3478261
0,0,0,4/12/2017 19:01,904.3478261
0,0,0,4/12/2017 19:44,913.0434783
0,0,0,4/12/2017 19:48,904.3478261
0,0,0,4/12/2017 21:31,895.6521739
0,0,0,5/12/2017 0:00,895.6521739
0,0,0,5/12/2017 0:10,895.6521739
0,0,0,5/12/2017 0:19,895.6521739
0,0,0,5/12/2017 0:39,913.0434783
0,0,0,5/12/2017 0:56,913.0434783
0,0,0,5/12/2017 1:06,895.6521739
0,0,0,5/12/2017 1:35,913.0434783
0,0,0,5/12/2017 2:39,895.6521739
0,0,0,5/12/2017 2:58,904.3478261
0,0,0,5/12/2017 3:04,886.9565217
0,0,0,5/12/2017 3:30,886.9565217
0,0,0,5/12/2017 3:38,886.9565217
0,0,0,5/12/2017 4:14,878.2608696
0,0,0,5/12/2017 4:43,878.2608696
0,0,0,5/12/2017 6:59,878.2608696
